,textID,text,selected_text,sentiment
25559,89e4eed832, don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting a wall,don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting,neutral
25560,6d9423af3e, anything  bookmark - keychain - surprise me,- surprise me,positive
25561,6471ed96f8,got it? good. HAPPY MOTHERS DAY!,HAPPY,positive
25562,0569c90a22, Hi Serena just want to say good luck in Madrid and Paris this month,good luck,positive
25563,81e61d3c35, understandable. yah i leave on monday! I'll be gone when you're in chi,understandable.,positive
25564,0c5b15af47,never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,neutral
25565,60aada6ba3,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,neutral
25566,98fe43fcae,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !,neutral
25567,7c6d4f8a3a, I must admit when i first saw that name posted i thought it was an exploit attempt,i thought it was an exploit attempt,negative
25568,79ba607882,Got a right bad headache,headache,negative
25569,db89d5aed1,I hve a fat kink in my neck  maybe someone handsome will massage it out later?  we'll see!,handsome,positive
25570,6860400eac,Bye bye edinburgh  i don't want to leave,Bye bye edinburgh  i don't want to leave,negative
25571,2df6515c88,What a meeting... YAY more work for me,YAY,positive
25572,89867c41e7, boston needs one too,boston needs one too,neutral
25573,605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
25574,f73fa14d7b,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.,Sad,negative
25575,2d742c03a7, Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,Good,positive
25576,47e10c7c56, your lisa rogers carpool is now my alltime fave!! Good work!!,fave!,positive
25577,ccd7b2af66,Missing  from BKK na.,Missing,negative
25578,6e07eb34b4, Link !,Link,neutral
25579,85178f7eb6,**** my life.,****,negative
25580,a0bb7baf1e, I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,4  i feel like a complete too,positive
25581,b64c79dcd6,Found controls for left hand people like me on twitterrific. Excellent,Excellent,positive
25582,a5e81f3773,Afternoon from office  My cubicle has been moved but not the system yippie! Mine is one of te few surviving &quot;good&quot; system..,! Mine is one of te few surviving &quot;good&quot;,positive
25583,b1c50991ba,_Anais I feel reeeally bad now.... sorry,bad,negative
25584,fa6d581997," LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can't believe you called me out!","LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can't believe you called me out!",neutral
25585,89cd7f2945," &quot;arrest her&quot; or, anything ending in -est that can be done to her.",&quot;arrest,negative
25586,585d49be9f, Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing' the &quot;Tour De France&quot; some day,Congrats on your bike ride today.. Very impressive indeed.,positive
25587,2b146b93d7, feel better!   c's been teething all week &amp; its been rough...,feel better!   c's been teething all week &amp; its been roug,neutral
25588,c387b8995a," I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?","I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?",neutral
25589,de7d249dce," Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.","Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",neutral
25590,5228a1be3e,I am sad that my kids were ungrateful today,I am sad that my kids were ungrateful today,negative
25591,d5f02a05ca," Oh man, Did Yogg today. Worse than last week.",Worse,negative
25592,c42982a22d,I saw amazing heeels. But they were too big,I saw amazing heeels. But they were too big,neutral
25593,b0de7d39df," Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ****!",lazzzy ****!,negative
25594,ce1f6366d9," hahahahaha, I have a day off","hahahahaha,",positive
25595,c8a49f766b,now there's a fly in my room,now there's a fly in my room,neutral
25596,b7ead7dbe2, eww  What r u doing atm?,eww  What r u doing atm?,neutral
25597,966cd66ed7,working!   I am so ready to go.,I am so ready to go.,positive
25598,1bcdbbef14, pshh. Thanks.,Thanks.,positive
25599,b3ab2dce05, small? we cant choose?,small? we cant choose?,neutral
25600,1b5c7bd709,Okay people my fones charged,Okay people my fones charged,neutral
25601,4da8b3dd3a,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.,It's so hard to get up.,negative
25602,e2ae8ec389,My best friend is in vegas without me,My best friend is in vegas without me,neutral
25603,654d710fce,  i got too do course work   i hate it it is hard this one,i ha,negative
25604,a4de74df5f, yo wats up? how u doin 2day? u havnt answerd any of my replys,yo wats up? how u doin 2day? u havnt answerd any of my replys,neutral
25605,1955cb4238,Why is it that America celebrates mother's day on a different day to England? Anyhooo...Happy Mother's Day 2 All American Mumzys!  x,Happy Mother's Day,positive
25606,80bae565bd,  I do the same thing to anybody covering dave... haha... we don't like people messing with perfect music.,e don't like,negative
25607,e5740887a5,Why is  scared or  lmao.. Someone pls tell me!!,Why is  scared or  lmao.. Someone pls tell me!!,negative
25608,bdc2cf9da3,Busy day! No time to tweet  Bmore what's happening this weekend?,Busy day! No time to,negative
25609,3a70785fec,  You cna get em for about ï¿½17 but I've got one for ï¿½27 which is Asus same as lappie,You cna get em for about ï¿½17 but I've got one for ï¿½27 which is Asus same as lappie,neutral
25610,85cae2efd9,_Bloggerific,_Bloggerific,neutral
25611,aeda6e2145,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!).",(the kids are great!),positive
25612,0f38937a7d," ****! First Yes, than Frank Zappa...","****! First Yes, than Frank Zappa...",neutral
25613,ba4854e88c, You may be PC but I love you anyway!!!  Maybe someday you too will become Mac!,I love you anyway!!!,positive
25614,cffdb41b5e,Wallace and Gromit is on bbc1,Wallace and Gromit is on bbc1,neutral
25615,461e818089,i will be without an assistant for the next week,i will be without an assistant for the next week,neutral
25616,500d5b1751,Almost time to say Good Bye to my twimulations. I'll miss my tweeps,I'll miss my tweeps,negative
25617,9956083108, ew agreed,ew agreed,neutral
25618,3d426e519a,Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-,Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-,neutral
25619,c3db027e2c,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot,neutral
25620,9f12976a6e,pics arent working for me here on twitter,arent working fo,negative
25621,f8394d23bf,I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I can't find it. I've had them forever,I feel like crying!,negative
25622,a90fa52db1,"Feel quite down, not quite sure why though :s so going to bed  night everyone x",though,negative
25623,490c3fca7f,Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,attacking,negative
25624,e7c8dd1576,_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,neutral
25625,4d84400b4b, i am jealous of your mom talking to . i want to see you all our twittering is making me miss you,i want to see you all our twittering is making me miss you,negative
25626,2dc51711bc, That's very funny.  Cute kids.,funny.,positive
25627,ba0d457ce9," Until  brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline","Until  brings back our EVERYONE button, you can access the public timeline at",neutral
25628,52c59b607b,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",loved,positive
25629,c3efe3a32f,I had my hair cut today and my boyfriend didn't notice....,I had my hair cut today and my boyfriend didn't notice....,neutral
25630,a5932c1ecb,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,Oh god! The cheesy disco music has started,negative
25631,508be11810,@_ahseya_ cool i want you to take a look at this and tell me what you think,i want you to take a look at this and tell me what you think,neutral
25632,be7eb6d1e6, I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask,I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant,neutral
25633,e8c88e5ec5, ..i'm a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,..i'm a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,neutral
25634,e425654b2d, just checked library website and girl with dragon tattoo is checked out,just checked library website and girl with dragon tattoo is checked out,neutral
25635,37229065b8,Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,siccck.,negative
25636,5b322d3b8d, I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,neutral
25637,00fa03b2d6,going to bed soon,going to bed soon,neutral
25638,4ec2208c6e, No wonder we're married.   Night love. &lt;3,Night love.,positive
25639,7fcebf699d,Ben I Love yahh babe &lt;333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,Ben I Love yahh babe &lt;333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all mo,positive
25640,a9bb07f2cf, - I know! It was drizzling all the way to work!  Hope it warms up this weekend....,Hope,positive
25641,53bfdcfa12,Happy mothers dat,Happy,positive
25642,166d256415, all you have to do is have your boyfriend say something for me so i can hear his accent.,all you have to do is have your boyfriend say something for me so i can hear his accent.,neutral
25643,c6f6896ccd,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.","OK nice one, cheers boss.  Am liking the lack of FCS today.",positive
25644,2144088a6d,today was busy.. geez. getting ready then graduation,today was busy.. geez. getting ready then graduation,neutral
25645,07e5f9e7b7," it's called a telephone. I know it's new technology, but it's the way forward!","it's called a telephone. I know it's new technology, but it's the way forward!",neutral
25646,61306b5f1e,@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,ls  lo,positive
25647,13830c9fa6," **** @-) That's a lot of messages from him @-) HOW SWEET. :&quot;&gt; And yeah, sayang",SWEET.,positive
25648,49d6a06d0c,Rats the Creative VADO's are out of stock at walmart.com I'm too late.,too late.,negative
25649,e3c4e7de07," Hi Simon, I'm new to this too - but just thought I'd tell you Jimmy Carr has tweeted that you make the Star Trek movie.","Hi Simon, I'm new to this too - but just thought I'd tell you Jimmy Carr has tweeted that you make the Star Trek movie.",neutral
25650,0523856194,I burnt my arm.  (just thought you should know),burnt,negative
25651,cb1d7838a2,i wanna good breakfast with   school is wiggity whack!,i wanna good breakfast,positive
25652,77586c7223,oh no noisy family who live next door are back from holiday  there goes my peace and quiet,oh no noisy family who live next door are back from holiday  there goes my peace and quiet,neutral
25653,e45abf6e61, http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she's so cute!!,so cut,positive
25654,f98991735e, chill its da rihanna bob. If it was 16 in I'd have no problem!!! Lol. R u at school all summer,chill its da rihanna bob. If it was 16 in I'd have no problem!!! Lol. R u at school all summer,neutral
25655,c3e985f478,hm seems to have been because my blog was marked as a phishing site,my blog was marked as a phishing site,negative
25656,d178e9718d, I dont think so,I dont think so,neutral
25657,8140f3d608,At TGC concert  good to see old friends and remember the old times!,good,positive
25658,0fd84e62f0,happy mothers day to all the baby mommasss! rofl,happy,positive
25659,4e6f5b65ae,So many freebies for all my JBnoy friends  SPAM THREAD SOON.,SPAM THREAD,negative
25660,266f2b4251, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,u enjoy,positive
25661,5f2fe28153,What do u see in her that i dont have  ,What do u see in her that i dont have,negative
25662,51f4f0fa48,"Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night","Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night",neutral
25663,336ef6777c,"One final down, two to go!","One final down, two to go!",neutral
25664,a68443a78b, This year,This year,neutral
25665,69e76cf5e9,just got home from the sunshine coast,just got home from the sunshine coast,neutral
25666,0b64ef4153, me too except move that 7am to 9am,me too except move that 7am to 9am,neutral
25667,c3e78308f0,Trying to stay upbeat while I wait to get my keys out of my locked car,Trying to stay upbeat while I wait to get my keys out of my locked car,neutral
25668,7e15438cc8,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works","today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",neutral
25669,bb6bbbc15b," sweet, I'm trying to earn my crown for gluten free baking!","sweet, I'm trying to earn my crown for gluten free baking!",positive
25670,d3e34029fc," Hey, thanx for following me, I'll follow you",thanx,positive
25671,1b744bb49e,"i've locked up a mac once or twice in my time. ok, literally once or twice.","i've locked up a mac once or twice in my time. ok, literally once or twice.",neutral
25672,2dd03daf93, Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.,Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.,neutral
25673,b13fd5a164,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act's new broadway show,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act's new broadway show,positive
25674,4aa44f1b04," I agree! mmm so good, i miss eating it with you tho","so good, i miss eating it with you tho",neutral
25675,8583448ab3,Haha how exciting  wat does it look like?!,exciting,positive
25676,f706b31629, husband is golfing &amp; the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,husband is golfing &amp; the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my,neutral
25677,fbfad74229," I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do","I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",neutral
25678,6dee75f6ce, I'm on msn now,I'm on msn now,neutral
25679,82c1f4f778, aww poor precious,aww poor precious,negative
25680,41fe669716," I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would've just come over lol","I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would've just come over lol",positive
25681,71d8f7184c," it really made my night. infact, it made my weekend! well done.",well done.,positive
25682,c586019369,  let's hope so,let's hope so,positive
25683,841d197311,Happy Mothers Day! ..ok..seriously..good night,Happy,positive
25684,3b092c1024,"My grandpa just told me he feels useless. I said, &quot;Papa you're in your 80's, you just do what makes you happy&quot;, somehow I doubt it helped","My grandpa just told me he feels useless. I said, &quot;Papa you're in your 80's, you just do what makes you happy&quot;, somehow I doubt",neutral
25685,5c7180944c,msn-ing. no school  shouldn't there be more bank holidays? x,msn-ing. no school  shouldn't there be more bank holidays? x,positive
25686,1d71aa20e1, I am filming musicans friends of mine   at a Legion  These people sure know how to dance,I am filming musicans friends of mine   at a Legion  These people sure know how to dan,neutral
25687,4b61dffbeb,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....,soooooo sleeeeepy!!!,negative
25688,601aaf063a, poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
25689,e822e3ead5,Happy Mother's Day to every mommy out there,Happy Mother's Day,negative
25690,bdb3d43938,"Its not looking too good outside  if this continues, i feel a movie night coming on...",not looking too good,negative
25691,3e1c6b5552," Funnily enough, Roland is President of my social club!",Funnily,positive
25692,9c825ecb4b,But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a **** bracelet with a girls name on it,super cutie in front of me. Too bad he's wearing a **** bracelet with a girls name on it,neutral
25693,c8caf10ce6,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,neutral
25694,39486161ca," I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!","I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",neutral
25695,683c467d2a, i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,boring,negative
25696,783c783733,now aches &amp; chills have joined the party. Why couldn't the cold just go away? It had to get worse?,ay? It had to get wors,negative
25697,06b7da6593,Going to see star trek,Going to see star trek,neutral
25698,b919338c19,Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen,food,positive
25699,2dbf537a03, I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,neutral
25700,f8a09628a8,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.,garbage.,negative
25701,9834c18bbd,waitin for some Fall out boy,waitin for some Fall out boy,neutral
25702,df338779f1,i dont think i have ever laughed so hard,laughed,positive
25703,5bb9044322,**** hates goodbyes,**** hates goodbyes,negative
25704,9352776c41,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral
25705,7457fa9f77,Wal mart,Wal mart,neutral
25706,19efc5d1b1,_vip bye bye beard,_vip bye bye beard,neutral
25707,d79d5d1ad1, Thanks twilight... i know we love canon,Thanks,positive
25708,b8983ab7a2,"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!","yaayy, ca",positive
25709,786ca6671e,Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,neutral
25710,d7f35455a1," Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday",Enjoy,positive
25711,3d40ab0786,praying the rosary with my family!,praying the rosary with my family!,neutral
25712,818ac912a5," i'll take a lookie, sound great",sound great,positive
25713,82d589e1bc, Lol  It's like you have a cult.. haha,. haha,positive
25714,6ab59c22fa,http://twitpic.com/670rw - i miss my puppy,i miss,negative
25715,86fa730feb,Talk at you all lates!,Talk at you all lates!,neutral
25716,dbf367564f,up way too early for a sunday.. watching old episodes of grey's,up way too early for a sunday.. watching old episodes of grey's,neutral
25717,f660abe5e2,i lost mx way,lost,negative
25718,ca9d4dddc2, No.  Just sitting around sculpting tiny koi.,No.  Just sitting around sculpting tiny koi.,neutral
25719,f38b1d3dff," Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!","Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral
25720,4db58698d0,__ Aww bless her. She's one of my faves,bless her. She's one of my faves,positive
25721,46be2c59f4, I don't want to  !!!! I am going to cry all the way home!!!,!!! I am going to cry all the way home!!!,negative
25722,df0835f667, yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,positive
25723,b72c084326, we found a ride,we found a ride,neutral
25724,3b89c56562, I'm not part of that generation unfortunately.  This is really good though,I'm not part of that generation unfortunately.  This is really good though,neutral
25725,acc906b912, haha check out our site its got some good ones too,good,positive
25726,5f145544fb,A- on my french paper.,A- on my french paper.,neutral
25727,e544261058,Awww the boys have no beards?    I LIKED THEIR MANLY MAN-NESS [via ] #asylm,I LIKED THEIR MANLY MAN-NES,positive
25728,b05a2ede62,i don't even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,i wasted a cute outfit on... sitting on my **** on twitter!!,negative
25729,2f9ca2d909," awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",hates,negative
25730,45b75eb618,sunniest week for ages....and exams,sunniest week for ages....and exams,neutral
25731,14300fc275, I MISS U CEDDY,MISS,negative
25732,08a5e90bc7, make sure you call yur mother &amp; tell her how much you love her. Tell her I love her for bringin you into the world.,you,positive
25733,6a025b9729,45 minutes until im off from work. I guess i'll go back to work in 15 minutes. It's slow today thank god for one of those days,thank god for one of those days,positive
25734,656e8ce767," *hugs* me not sad really, me just messing",sad,negative
25735,23fd936354,"  I could go for some Lulu's or Slanted Door right about now.  Tomorrow is the Farmer's Market, right?","I could go for some Lulu's or Slanted Door right about now.  Tomorrow is the Farmer's Market, right?",neutral
25736,6e16b06e7a,Morning &amp; welcome new followers! I tweet business &amp; pleasure so just fair warning,s &amp; pleasure so just fair,positive
25737,45483f807a,Wants to go home,Wants to go home,neutral
25738,6a258849a8, not working here,not working here,negative
25739,f13c2b0997, I shall annoyingly tweet at you tomorrow.,I shall annoyingly tweet at you tomorrow.,negative
25740,a2623622cc,I lost my artistic abilities,lost,negative
25741,8fc93f5936,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH",Kinda pissed really wanted to,negative
25742,e9505ad5d5," alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(","alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(",neutral
25743,afa8ff98cc, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol,neutral
25744,37ae20d8f9, i felt so sorry for her. some people are being really harsh about her cos she was given a 2nd chance,sorry,negative
25745,d312ed7873,about to go to my boo's pad,about to go to my boo's pad,neutral
25746,b3a17bd6e0, Just the mother of all bad days,mother of all bad days,negative
25747,1fd7ca6cf0,Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,ahmazing,positive
25748,2b1fd4c341," You should hate your gender less. Not all men are bad. In fact, I quite like mens.","You should hate your gender less. Not all men are bad. In fact, I quite like mens.",neutral
25749,e07027a7cc,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,N sounds cool!!,positive
25750,1c4ca97d7b, my keys were cracking and ****. I kind of miss my old phone already.,I kind of miss my old phone already.,negative
25751,317b13bd9d," ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out.","ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out.",neutral
25752,5f4f71100b,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools,detention.,negative
25753,a86a8ad3e4,bed rest for all weekend and next week  neomonia suck,neomonia suck,negative
25754,738e2f0b9c,"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one","killing,",negative
25755,07cb7a9892,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.",Hopefully my,positive
25756,626d6a1d79,apparently it's starwars day today  I like this . Shame I have revision though.,Shame I have revision,negative
25757,a6ce8df167, That's how it was for me in March...it came sooo slow..then it was over in a heartbeat,slow.,negative
25758,e7e41df325,  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...,. Boring,negative
25759,4a9f28d722," I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where's Kelly Kapowski",some **** like that.,negative
25760,0a9700ccbf,"milan is retardeddddddd, anyone wanna see my paint pic of him ???","milan is retardeddddddd, anyone wanna see my paint pic of him ???",neutral
25761,486ea3eb82,toy story 3! june 2010. i can't wait that long.,toy story 3! june 2010. i can't wait that long.,neutral
25762,8fc977d20b,"Just got home, no rosie surprise of smiles hugs &amp; kisses waiting for me.","Just got home, no rosie surprise of smiles hugs &amp; kisses waiting for",positive
25763,3487949275,just had a falling out with nick,falling out with nick,negative
25764,352e2cdec2,work   Yay!,Yay,positive
25765,57721b67b0,"At work surprisingly happy all things considered, ahhhh loveliness",loveliness,positive
25766,196972d483,"&quot;Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn't gone by so fast&quot;  So true I already miss this year",I alr,negative
25767,a244d7aad7,Can't I mix and match  Dumb drive in!,Dumb,negative
25768,39c6602ec3,_craig Tried to follow one of your #FF recommendations but &quot;have been blocked from following by request of the user&quot;,quot;have been bloc,negative
25769,9bce9d9178, I will take a pic for you,I will take a pic for you,neutral
25770,650c4b89cc, i wish i could but it would cost too much to call you all the way from the UK,it would cost too much,negative
25771,2970779b85,Well. The jag just took a **** on my way home from training  I hope it's just the alternator.,Well. The jag just took a **** on my way home from training  I hope it's just the alternator.,neutral
25772,167f7748e2,lots of Reqs today.... no fun,no fun,negative
25773,6ff167d4df,"Im not doing the hunt, i was in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u","all my work got erased  sry guys,",negative
25774,a78958eaa5,Where is Teng?,Where is Teng?,neutral
25775,33675ffaa2,"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully","aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully",neutral
25776,2e09bcca77, Yeah i like it,Yeah i like it,positive
25777,b78790f4cd,Happy mothers day everybody,Happy mothers day everybody,positive
25778,a7c0fedfc0,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won,neutral
25779,3be67a3552,"The tree-lined avenue,begins to fade from view,drowning past regrets, in tea and cigarettes,but I cant seem to forget,when you came along","The tree-lined avenue,begins to fade from view,drowning past regrets, in tea and cigarettes,but I cant seem to forget,when you came along",neutral
25780,6aa7028c41,needs to find SOMETHING to wear to graduation. lol can't find anything!,needs to find SOMETHING to wear to graduation. lol can't find anything!,neutral
25781,d5641944de,"Was outside playing ball with dogs, now all hot and sweaty",hot and sweaty,negative
25782,4f70a97969, cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?,cambs will be better im sure!,positive
25783,aaa007967b,Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),id much rather be at,negative
25784,d0b0f01f00,internet on trains is 100% awful!!!,awful!!,negative
25785,cf57257f15,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",i feel fine!! An,positive
25786,c0475430a5,"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?","SUCK,",negative
25787,5766fcf9f8,_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,I hope u r not disappointed yet,negative
25788,9b4988798c, will do! Tell my mommy I said the same n I love her mucho mucho!,love,positive
25789,1c6c2383c1,"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/","If you wanna read something, I recommend  http://estrella05azul.wordpress.com/",neutral
25790,aa21f7ccbb, haha me tooooo! I miss you I havnt seen you in ages,miss,negative
25791,f69c2e0fd2, You're welcome...,You're welcome.,positive
25792,85453272a9," I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",Hopefully,positive
25793,6df5a09d09, MTV Movie Awards. Go vote! STAT,MTV Movie Awards. Go vote! STAT,neutral
25794,0ea708b760, thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,thanks,positive
25795,e68742dc7f,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy,islip her plane,negative
25796,ac56afa080, I don't get as much time here either. It's going to get worse now that the girls r home for summer.  It stinks.,. It's going to get worse now that the girls r home for summer.  It stinks.,negative
25797,586671760a,&quot; ...not academically of course. &quot; I miss him already,&quot,negative
25798,69879e6134,"Oh, I've just watched the third episode of JONAS, it's awesome.",it's awesome.,positive
25799,f6f617936e,I only have 2,I only have 2,neutral
25800,77912f2801,"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn't ask for anything more. i love being happy","i love my life right now, i couldn't ask for anything more. i love being happy",positive
25801,d39b91228c, I've given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,t. U may be right.,positive
25802,40d56767e6,update!  island flowers - large pouch http://tinyurl.com/qnh5oy,update!  island flowers - large pouch,neutral
25803,38633124d8," thanks, Mandy!  What a good sister you are.  That may be true, but unfortunately my road tires can't say the same.",a good,positive
