,frequency,presence
just got a twitt,1,1.0
bitv test quot URL,1,1.0
shizz i will be,1,1.0
feel like writing monthly,1,1.0
yay free lunch for,1,1.0
seriously wow i miss,1,1.0
concert logged off but,1,1.0
gave my brother a,1,1.0
s like n i,1,1.0
usb snt few via,1,1.0
off next thu fri,1,1.0
nt be back until,1,1.0
of cg took yrs,1,1.0
quot mystery science theatre,1,1.0
m tryna change it,1,1.0
tomorrow s morrissey gig,1,1.0
a crazy time nothing,1,1.0
delay just ca nt,1,1.0
in your shadow anyway,1,1.0
tired of quot the,1,1.0
should of gone to,1,1.0
but i loved it,1,1.0
are always undeveloped pictures,1,1.0
do some shopping tomorrow,1,1.0
be heading over to,1,1.0
chilled day party tomorrow,1,1.0
too long to tweet,1,1.0
rolling on the bed,1,1.0
it s so cold,1,1.0
you can do is,1,1.0
has my sleep run,1,1.0
real life internet what,1,1.0
from room on the,1,1.0
me posted i love,1,1.0
its kinda sad cause,1,1.0
to give me two,1,1.0
to the front in,1,1.0
i didnt ignore you,1,1.0
it again also mike,1,1.0
little pop up on,1,1.0
get my shizzle in,1,1.0
place is not listed,1,1.0
mothers day speaking for,1,1.0
to see it i,1,1.0
no to rerecordings fans,1,1.0
beat the red sox,1,1.0
sent you an emal,1,1.0
mrs p and her,1,1.0
you play nothing sir,1,1.0
member of the family,1,1.0
w aaron and robin,1,1.0
if needs must not,1,1.0
it were is eric,1,1.0
get a feel for,1,1.0
go shopping tminus days,1,1.0
late though and i,1,1.0
r u doing tonight,1,1.0
tc a chance quot,1,1.0
good dreams tonight xoxo,1,1.0
seeley but i m,1,1.0
quot does that mean,1,1.0
and with a slight,1,1.0
is waiting for foreigner,1,1.0
be sick but it,1,1.0
him amp he returned,1,1.0
melol hope ur well,1,1.0
say years younger is,1,1.0
of trying my cat,1,1.0
yvr fog delay is,1,1.0
s wonderful and it,1,1.0
day tomorrow night tweeters,1,1.0
m helping tutor my,1,1.0
as a short story,1,1.0
the longest lie in,1,1.0
too mushy around you,1,1.0
know seems that the,1,1.0
although he has great,1,1.0
guess is that its,1,1.0
watching videos on youtube,1,1.0
me high and dry,1,1.0
asked me quot shall,1,1.0
the cool classes being,1,1.0
swine flu has passed,1,1.0
had everywhere too but,1,1.0
going to be that,1,1.0
ca nt sleep rite,1,1.0
here well i hope,1,1.0
s day everyone oh,1,1.0
no friends on twitter,1,1.0
and they were molded,1,1.0
im ok just trying,1,1.0
nearly grand prix time,1,1.0
actually participated in lit,1,1.0
at about the rate,1,1.0
but i m on,1,1.0
the streamline top ii,1,1.0
have been a water,1,1.0
story but i guess,1,1.0
bunch of people i,1,1.0
s quot effort quot,1,1.0
i still think the,1,1.0
family comes probably wo,1,1.0
promiscuous girl quot thing,1,1.0
the twitter nightshift now,1,1.0
just up the longest,1,1.0
work in a hour,1,1.0
you ve forgotten my,1,1.0
to her work address,1,1.0
so our bums really,1,1.0
probably go over it,1,1.0
everything else leaving in,1,1.0
quot when i see,1,1.0
bones time is limited,1,1.0
something to the domain,1,1.0
nt it and less,1,1.0
misplaced friend with drinks,1,1.0
so i can upload,1,1.0
for next summer bummer,1,1.0
already sent me renewal,1,1.0
u on face book,1,1.0
let you know if,1,1.0
princes protection program online,1,1.0
fun exams you are,1,1.0
not working trying to,1,1.0
im still happy she,1,1.0
i would ve came,1,1.0
wish i could i,1,1.0
in a while meanwhile,1,1.0
algebra test in three,1,1.0
he gets home call,1,1.0
up amp may b,1,1.0
could it was nt,1,1.0
last weekday of doing,1,1.0
i have a penguin,1,1.0
justjust what you areareare,1,1.0
to do list is,1,1.0
may have to add,1,2.0
while i wait to,1,1.0
does nt subtract the,1,1.0
you can get us,1,1.0
gt hr mac springleaf,1,1.0
the word quot i,1,1.0
for my upcoming show,1,1.0
blog yeahh a lot,1,1.0
fun i do nt,1,1.0
new song today u,1,1.0
pangang now off to,1,1.0
s very much in,1,1.0
is it pathetic that,1,1.0
really wants to go,1,1.0
with how things have,1,1.0
but i have no,1,3.0
all the good food,1,2.0
for my insurance card,1,1.0
thanks smiles i miss,1,1.0
s not far back,1,1.0
days until the concert,1,1.0
is taking the dog,1,1.0
at quot work quot,1,1.0
then there were tons,1,1.0
omg at that almost,1,1.0
makes it through tonight,1,1.0
we just wanted to,1,1.0
the dining room table,1,3.0
amp now i ve,1,1.0
but it came with,1,1.0
alley woe is me,1,1.0
next s amp d,1,1.0
weird as i think,1,1.0
carbonara for dinner made,1,1.0
between the rocky mountains,1,1.0
holding her phone while,1,1.0
of teenagers sitting amp,1,1.0
wrk so did nt,1,1.0
info purposes only so,1,1.0
bye for now people,1,1.0
are those going to,1,1.0
got in tips last,1,1.0
does that to me,1,1.0
kebab going to have,1,1.0
number to send by,1,1.0
for the going away,1,1.0
far away from thirty,1,1.0
hi who is mary,1,1.0
want him to ok,1,1.0
the zombie clwn cr,1,1.0
for it at the,1,5.0
find more info on,1,5.0
at the movies about,1,1.0
do except lay out,1,1.0
blocked in china get,1,1.0
me try now URL,1,1.0
oneself to work after,1,1.0
sending one up to,1,1.0
ago now your argument,1,1.0
i ish so happy,1,1.0
aww that sucks but,1,1.0
safe in my area,1,1.0
eva left i love,1,1.0
then you can have,1,1.0
hair for the x,1,1.0
please comment me back,1,1.0
big snail from the,1,1.0
is moving are you,1,1.0
you sure we are,1,1.0
too much on my,1,1.0
a pic i guess,1,1.0
to start work out,1,1.0
saw us on twitter,1,1.0
those in south florida,1,1.0
demi is a super,1,1.0
followed by the great,1,1.0
though for a social,1,1.0
up on everything except,1,1.0
new superpower is la,1,1.0
dont make me sad,1,1.0
settled and i ve,1,1.0
wish you all the,1,1.0
for when he gets,1,1.0
think im just going,1,1.0
more than welcome would,1,1.0
melted chocolate into the,1,1.0
being able to sync,1,1.0
day is this friday,1,1.0
much feedback we got,1,1.0
c4s winner ill post,1,1.0
holiday so he could,1,1.0
on getting into a,1,1.0
moon is going on,1,1.0
send hi to my,1,1.0
not work at the,1,1.0
alaska but its at,1,1.0
make them for women,1,1.0
you saw where i,1,1.0
annoyed by it i,1,1.0
forgotten the meaning too,1,1.0
of the summer that,1,1.0
other kickass shows too,1,1.0
ahahah with sandy bekz,1,1.0
over then goin my,1,1.0
not in your pants,1,1.0
shop there amp let,1,1.0
you on wed night,1,1.0
o and i have,1,1.0
good tips for budget,1,1.0
a little bit anyways,1,1.0
it s new technology,1,1.0
javascript with mootools URL,1,1.0
i completing facebook quizzes,1,1.0
just updating posts on,1,1.0
is going up and,1,1.0
to organize one for,1,1.0
going to turn into,1,1.0
in the air like,1,1.0
was so starving and,1,1.0
want to listen to,1,1.0
then my bby is,1,1.0
laugh in so long,1,1.0
have no profile ppicture,1,1.0
are you still up,1,1.0
just called me brb,1,1.0
kinda done trying ugh,1,1.0
i m in sf,1,1.0
will be the highlight,1,1.0
so jealous ur at,1,1.0
our way to disneyland,1,1.0
it it looks soo,1,1.0
i do like romance,1,1.0
then off to a,1,1.0
forward to ben s,1,1.0
from comcast s crappy,1,1.0
nice day today but,1,1.0
i gave her today,1,1.0
seen yet so loving,1,1.0
on the day but,1,1.0
i prefer the address,1,4.0
before heading to penang,1,1.0
sweet ride from you,1,1.0
as a kid i,1,1.0
my sarcastic heart can,1,1.0
tweeting about crowdsourcing graphics,1,1.0
complete disagreement it hurts,1,2.0
off too but i,1,2.0
i just do english,1,1.0
m an inside job,1,4.0
up to orillia so,1,1.0
by bushes recovering today,1,1.0
think they said they,1,3.0
with it if she,1,1.0
finally get my hands,1,1.0
added a random person,1,1.0
booze vouchers anyone wanting,1,1.0
do nt start working,1,1.0
that you make the,1,1.0
juhs so its another,1,1.0
working on a framework,1,1.0
of our ladies are,1,1.0
then after that nothing,1,1.0
how i love my,1,1.0
are like the semiolder,1,1.0
are talkin about twitter,1,1.0
start today more rain,1,1.0
of stuff into s,1,1.0
disney channel miss you,1,1.0
nah they look better,1,1.0
my computer in for,1,1.0
solid food still on,1,1.0
honey bear do nt,1,1.0
gave me a ff,1,1.0
least you get to,1,1.0
buffalo worshipper maybe it,1,1.0
no pun intended for,1,1.0
quot by the darkness,1,1.0
wearing a necklace that,1,1.0
thinking that it will,1,1.0
comp was hella wack,1,1.0
i promiss the styoopid,1,1.0
going looking forward to,1,1.0
a home where she,1,1.0
i might not get,1,1.0
bored oops now i,1,1.0
you thin it has,1,1.0
hat es mir echt,1,1.0
wan na see up,1,1.0
gotten online after logging,1,1.0
you but it would,1,1.0
away i want to,1,1.0
like to make a,1,7.0
taken up my request,1,1.0
in the wash in,1,1.0
you when you solo,1,1.0
goin in smfh over,1,1.0
line in place of,1,1.0
too much slept not,1,1.0
was stolen while you,1,1.0
point slowly and with,1,1.0
as great zac hanson,1,1.0
up so i knew,1,1.0
i want to find,1,2.0
digital caviar black sata,1,5.0
woot woot now off,1,1.0
nope back to sigh,1,1.0
the url since that,1,1.0
shot URL i miss,1,1.0
hope ur day is,1,1.0
i rember when i,1,2.0
has left everything everywhere,1,1.0
at cause i dont,1,1.0
kills my headaches fast,1,1.0
everything is working properly,1,1.0
loz alive does gandhi,1,1.0
already on and have,1,1.0
then you can come,1,1.0
too thats why im,1,1.0
there s a fly,1,1.0
so what cereal do,1,1.0
givin my mum a,1,1.0
had a gd time,1,1.0
year goes maybe i,1,1.0
a big bottle of,1,1.0
to see shemar moore,1,1.0
for warblers seen a,1,1.0
my colleague i have,1,1.0
is spf besides you,1,1.0
cry bc my mom,1,1.0
with my semester this,1,1.0
in trafalger square looks,1,1.0
person group or pornstar,1,1.0
nt get paid till,1,1.0
laptop is fixed shame,1,1.0
for a loong weekend,1,1.0
needs to feel better,1,1.0
me is gg for,1,1.0
yep i think i,1,5.0
mom a happy mothers,1,1.0
nt want to smell,1,1.0
i missed bullet s,1,1.0
you should enter the,1,1.0
wiki project is going,1,1.0
the garden innocently enjoying,1,1.0
to throw in the,1,1.0
for you as well,1,1.0
oh and i planned,1,1.0
nt get on or,1,1.0
up early yuck happy,1,1.0
sigh still seos are,1,1.0
c is nice but,1,1.0
ch sanh nh quiz,1,1.0
dub might go in,1,1.0
forgot the live with,1,1.0
and wo nt let,1,1.0
rooting for ali in,1,1.0
refs but yao s,1,1.0
amp it is the,1,1.0
have played guitar hero,1,1.0
puke luckily ahaa week,1,1.0
off again i wish,1,1.0
another semi final tonight,1,1.0
horribly so i m,1,1.0
gnite lovers see ya,1,1.0
she s just finished,1,1.0
that is the nkotb,1,1.0
fullest and this girl,1,1.0
i was nt able,1,1.0
to spread my bad,1,1.0
estate agents next door,1,1.0
what s follow friday,1,1.0
many on youtube lol,1,1.0
URL leave a comment,1,1.0
am just going to,1,1.0
what you thought i,1,1.0
ny til september no,1,1.0
be happy thats its,1,1.0
then write a couple,1,1.0
but i didnt like,1,1.0
work finish at sun,1,1.0
many people are only,1,1.0
upgrade no more morning,1,1.0
the dps so julian,1,1.0
for showing me s,1,1.0
m loving the fact,1,1.0
should come over before,1,1.0
love me some home,1,1.0
work ohwell need money,1,1.0
warm one minute and,1,1.0
my lungs hurt so,1,1.0
still not getting help,1,1.0
to watch middlesbrough games,1,1.0
ch kho n unpaid,1,1.0
your twittering quot maryland,1,1.0
over hours we re,1,1.0
d the problem i,1,1.0
twitter but cnt play,1,1.0
loads to call from,1,1.0
callin my name then,1,1.0
i wait to get,1,1.0
to your last avatar,1,1.0
s just no air,1,1.0
control score as well,1,1.0
nt broke i would,1,1.0
her loads i couldnt,1,1.0
very cringe worthy though,1,2.0
birth in case i,1,1.0
byee esther lt p.s.s,1,2.0
headed to waterfront for,1,2.0
out tix deals for,1,1.0
i m still a,1,1.0
becoming fans of zoozoo,1,1.0
in this months payment,1,1.0
goin out to dinner,1,1.0
answer i will be,1,1.0
the texts i had,1,1.0
thinking of treating ds9,1,1.0
the time go here,1,1.0
cant wait for cali,1,1.0
i was the blue,1,1.0
im rubbing my eyes,1,1.0
run moonday is not,1,1.0
nt do anything can,1,1.0
thing left huaahh jupaa,1,1.0
next time i m,1,1.0
glad you had a,1,1.0
wait to leave work,1,1.0
last day of year,1,1.0
trying to punch em,1,1.0
about the same amt,1,1.0
tour is going on,1,1.0
political affiliation all are,1,1.0
those guys then headin,1,1.0
stonehenge with my parents,1,1.0
is addicted to the,1,1.0
their cd release is,1,1.0
no one likes stale,1,1.0
do fish feel pain,1,1.0
instead of telling god,1,1.0
dead bwahahaha i love,1,1.0
love s schedule hello,1,1.0
nah of course you,1,1.0
well up and into,1,1.0
breakfast at starbucks to,1,1.0
is running late and,1,1.0
dentist app next week,1,1.0
navy blue under my,1,1.0
go to URL and,1,1.0
about philosophy the love,1,1.0
upload one thousand photos,1,1.0
i want it as,1,1.0
am din nou pr,1,1.0
my bus i want,1,1.0
gon na have rain,1,1.0
can you pop me,1,1.0
was really my job,1,1.0
amp do printed onesies,1,1.0
get done first but,1,1.0
of an opinion on,1,1.0
that and a hd,1,1.0
over the summer and,1,1.0
know it writing an,1,1.0
maybe they took one,1,2.0
from my girlies lol,1,7.0
to heaven for seconds,1,3.0
home alone playing guitar,1,1.0
of theem here not,1,1.0
lobby dates chicago blogher09,1,1.0
you not following me,1,1.0
from that awful site,1,1.0
coming home this summer,1,1.0
beach and or recording,1,1.0
for a planters to,1,2.0
get to carry each,1,1.0
to me i called,1,2.0
meet tomorrow but we,1,1.0
the show early jackson,1,1.0
retweeting win an at,1,1.0
the show is in,1,1.0
will not be able,1,1.0
sleeping for me im,1,1.0
ur well and got,1,1.0
ll watch teen nick,1,1.0
stolen that sweet ride,1,1.0
saga has ended sigh,1,1.0
in vegas without me,1,1.0
so the pic does,1,1.0
wondrous beltaine mine was,1,1.0
me a carol c,1,1.0
surf i love you,1,1.0
as if ot was,1,1.0
is it a glue,1,1.0
class till then chillin,1,1.0
say it was big,1,1.0
oo but you just,1,1.0
she has a new,1,1.0
must go to bed,1,1.0
account will switch from,1,1.0
at all sometimes i,1,1.0
word is marlon brando,1,1.0
from training i hope,1,21.0
thousands of followers yet,1,1.0
get up for school,1,1.0
it makes other people,1,1.0
URL update ableton live,1,1.0
for ice cream and,1,1.0
i m so scared,1,1.0
watching catch me if,1,1.0
lol r u at,1,1.0
a little female tortoiseshell,1,1.0
they can get it,1,1.0
to take dance lessons,1,1.0
thank you opendns for,1,1.0
m at home after,1,35.0
and came to sweden,1,1.0
i guess you will,1,1.0
pulp and left for,1,1.0
to kill you mwahaha,1,1.0
my per so much,1,1.0
know if anyone from,1,1.0
not think i am,1,1.0
last chance to go,1,1.0
until jonas brothers concert,1,8.0
hey ur following me,1,1.0
of days now have,1,1.0
bought the mothers day,1,1.0
taken care of this,1,1.0
would marry travis pastrana,1,1.0
best buy in my,1,1.0
you have guessed the,1,1.0
trying to win something,1,1.0
my main degree though,1,1.0
in the gardeners zone,1,1.0
about the bad night,1,1.0
should never be bored,1,1.0
is new no matter,1,1.0
say bye so goodnight,1,1.0
at mum amp dads,1,1.0
them and the hubby,1,1.0
pei wei closed so,1,1.0
lopatcong can start my,1,1.0
and i apparently how,1,1.0
amp thinks is a,1,1.0
back shoulders and arms,1,1.0
na go see billy,1,2.0
vs twitter mother s,1,1.0
way it makes other,1,1.0
did you sleep well,1,1.0
the crib bout to,1,1.0
freaking cold is it,1,1.0
my way to school,1,1.0
out on guitar hero,1,1.0
neuroanatomy takehome test after,1,1.0
actually invited me to,1,1.0
trek grabbing some food,1,1.0
pumped to do the,1,1.0
suggestions darl any and,1,1.0
being sarcastic even though,1,1.0
you are visiting all,1,1.0
just slowed down on,1,1.0
leave because of another,1,1.0
accept it you ca,1,1.0
ships photography exhibition is,1,1.0
that episode again last,1,1.0
to start a moronmonday,1,1.0
m still all ditzy,1,1.0
part of the problem,1,1.0
more itunes tuned up,1,1.0
adopted yesterday i guess,1,1.0
my drivers test stayed,1,1.0
i know i can,1,1.0
ever seen the tv,1,1.0
said the sellout was,1,4.0
got home ready to,1,1.0
me dunno y tho,1,1.0
to send messages to,1,1.0
to let you go,1,1.0
first thing you did,1,1.0
was definitely a pillow,1,1.0
i ve been having,1,1.0
her and miss her,1,1.0
in iracing so sad,1,1.0
cause i was watching,1,1.0
the letter i sent,1,11.0
to step away from,1,1.0
so precious i hate,1,1.0
the score an inning,1,1.0
to ask such questions,1,1.0
at if above if,1,1.0
bad i must return,1,1.0
i said hi drink,1,1.0
handle the mariners again,1,1.0
chamber then you can,1,1.0
say you have to,1,1.0
thing you did was,1,1.0
yeah lots of rambly,1,1.0
wait until the last,1,1.0
takes far too much,1,1.0
kind sad but it,1,1.0
but then there are,1,1.0
sporting social enterprise means,1,1.0
really if it is,1,1.0
napping on the couch,1,1.0
almost of the time,1,1.0
that one amp the,1,1.0
poor howard it was,1,1.0
no sir i woulda,1,1.0
to read for when,1,1.0
back hope that happens,1,1.0
him on my break,1,1.0
oj i just want,1,1.0
dye my hair can,1,1.0
next week lt cries,1,1.0
nobody will hire him,1,1.0
the show count that,1,1.0
a round or two,1,1.0
actually managed to purchase,1,1.0
from school lol weeks,1,1.0
everything to the last,1,1.0
think bucks and i,1,1.0
ur tmail info haha,1,1.0
i have lots to,1,1.0
omg poor eppy i,1,1.0
oui i figured that,1,1.0
another cart ca nt,1,1.0
now i realised when,1,1.0
ah same how was,1,1.0
people i was txting,1,8.0
hun i m sorry,1,8.0
food in my house,1,1.0
grill is out its,1,1.0
online i need someone,1,1.0
but it was worth,1,1.0
it off to do,1,1.0
excited about and looking,1,1.0
im really really tired,1,1.0
lady in the water,1,1.0
win the heineken cup,1,1.0
downtown was fun tonight,1,1.0
wow only just found,1,1.0
today to not turn,1,1.0
negghead mix on the,1,1.0
anymore sunny weather tomorrow,1,1.0
me is that if,1,1.0
rain would go away,1,1.0
yes we just need,1,1.0
it was a whole,1,1.0
bust on the california,1,1.0
lights shame about one,1,1.0
cat i swear if,1,1.0
get a checkup cos,1,1.0
know who you are,1,1.0
sayin it looks like,1,1.0
me out been waitin,1,1.0
famous in houston take,1,1.0
you can get arrested,1,1.0
those there s actually,1,1.0
a coffee shop but,1,1.0
story movie m tired,1,1.0
meat pie back then,1,1.0
fashioned civilization ii will,1,1.0
hey some else has,1,1.0
rays beat the red,1,1.0
i love it to,1,1.0
want to go on,1,1.0
to one on the,1,1.0
hungary what but but,1,1.0
patrol who knew two,1,1.0
so far going for,1,1.0
sushi places cambodian waitress,1,1.0
comes out on dvd,1,1.0
to watch it now,1,1.0
really know i saw,1,1.0
love with tokyo and,1,1.0
because he has paperwork,1,1.0
yeah i hired some,1,1.0
is gon na be,1,1.0
live in uk so,1,1.0
we have missed you,1,1.0
did not get to,1,1.0
using my mums lap,1,1.0
to try that for,1,1.0
you ca nt make,1,1.0
london for a week,1,1.0
do what you want,1,1.0
rb vi t.y both,1,1.0
elevated error rates streamkeys,1,1.0
pirate ffancy dress ready,1,1.0
right on im so,1,1.0
morrissey gig at brixton,1,1.0
to but i actually,1,1.0
get back home the,1,1.0
still alittle tired having,1,1.0
my parents as an,1,4.0
the new tmobile advert,1,1.0
cloudy what should i,1,1.0
thats not a golf,1,1.0
protect notebooks worldwide that,1,1.0
so many where are,1,1.0
need to book in,1,1.0
dami pala flamenco forms,1,1.0
afternoon but at least,1,1.0
hehe tweet time bastos,1,1.0
up few more hours,1,1.0
an awsome voice bored,1,1.0
origins and drinking orange,1,1.0
up im just at,1,1.0
it soon and i,1,1.0
i wanted wanted me,1,1.0
of me wants to,1,1.0
boring bits in titanic,1,38.0
children with bikes the,1,2.0
day festivities is starting,1,1.0
be an idea haha,1,1.0
if you use sounds,1,1.0
s my birthday pat,1,1.0
change the conservative party,1,1.0
ipod randoms bsb songs,1,1.0
some i d read,1,2.0
you all going without,1,1.0
said it while we,1,1.0
u in on the,1,1.0
miss you too ha,1,1.0
office after dis tweeting,1,1.0
a diet quot findi,1,1.0
name is also naina,1,1.0
no i already called,1,1.0
easactive workout that has,1,1.0
then tweet u later,1,1.0
back roast iater and,1,1.0
me i used my,1,1.0
monday and the sun,1,1.0
go back home want,1,1.0
finltstones i missed it,1,1.0
puffy i love him,1,1.0
my sistah off lax,1,1.0
go by any slower,1,1.0
i only work days,1,1.0
s your follower count,1,1.0
in bed watching rove,1,1.0
as well biggest ones,1,1.0
duty in the students,1,1.0
i need plans no,1,1.0
little cool out to,1,1.0
head back to the,1,1.0
up at you scenie,1,1.0
site URL they realized,1,1.0
very long grueling almost,1,1.0
he didnt have time,1,1.0
excited to see you,1,1.0
perfect for public hol,1,1.0
took this for class,1,1.0
the archetype thing was,1,1.0
we re a little,1,1.0
learn the things most,1,1.0
drive her mate somewhere,1,1.0
git a shirt to,1,1.0
away hmm how old,1,1.0
into the school parking,1,1.0
a cent to get,1,1.0
school but i got,1,1.0
went to the zoo,1,1.0
be at cornerstone this,1,1.0
a summer break boo,1,1.0
watching please twins gon,1,1.0
the fugees are keeping,1,1.0
love to do more,1,1.0
going for a walk,1,1.0
latest firmware updates installed,1,1.0
jab out my eyes,1,1.0
in the mood to,1,1.0
vancity holy shizz i,1,1.0
that way for a,1,1.0
disneyland or watching star,1,1.0
i want pho i,1,1.0
week happy mother s,1,1.0
does the creepy lolipop,1,1.0
hate that stuff but,1,1.0
a good bit as,1,2.0
nt turn out good,1,3.0
hips are too wide,1,1.0
um do nt u,1,1.0
day do a week,1,1.0
follow friday follow me,1,1.0
switch when he did,1,1.0
my new ipod touch,1,1.0
you forgot a couple,1,1.0
that no matter how,1,1.0
has some good advice,1,1.0
nt get to see,1,1.0
forward to god im,1,1.0
the energy to get,1,1.0
scratch wht i said,1,1.0
always traffic heading back,1,1.0
you after hours of,1,1.0
from lunch and i,1,1.0
hoping there will be,1,1.0
alien one morning and,1,2.0
today in a week,1,2.0
ve seen the original,1,1.0
dale jr and bron,1,1.0
shelters around me to,1,1.0
the tatami room kids,1,1.0
i got a carwash,1,1.0
me the sakura bodyshop,1,1.0
tgif but i have,1,1.0
osocute in your bashfulness,1,1.0
sumone to come online,1,1.0
going to be paid,1,1.0
no westin discounts anime,1,1.0
left before competitions close,1,1.0
which i ca nt,1,1.0
jerk pork and festival,1,1.0
fine and all but,1,1.0
tesco nearby then go,1,1.0
they use the back,1,1.0
broke the laptop again,1,1.0
im dancing lol thanks,1,12.0
got ta play off,1,13.0
me a massage i,1,1.0
howard it was lorraine,1,1.0
is nt back sass,1,1.0
oh naw ill always,1,1.0
how very rude fof,1,1.0
teasing me with a,1,1.0
i talk to you,1,1.0
the minnish cap and,1,1.0
booker t former wwe,1,1.0
to farm town frankly,1,1.0
than giving every1 yer,1,1.0
listen whining big time,1,1.0
mom gets here hmm,1,1.0
the landfill tried to,1,1.0
twister and getting tipsy,1,1.0
take tomorrow am off,1,1.0
okay or possibly still,1,1.0
by the letter g,1,1.0
could turn on the,1,1.0
hate doing it ca,1,1.0
on facebook would be,1,1.0
just need ppl to,1,1.0
but will sometimes fell,1,1.0
killed and cooked them,1,1.0
is still sick but,1,1.0
safely say i wo,1,1.0
hopeful i reckon the,1,1.0
ermm more like a,1,1.0
i ai nt happy,1,1.0
enjoy it wish i,1,1.0
holy i really wan,1,1.0
going to watch both,1,1.0
way because this will,1,1.0
i am vast very,1,1.0
movie awards there is,1,1.0
playing man utd.kick off,1,1.0
t former wwe wrestler,1,1.0
last tweet did nt,1,1.0
liddle beotch doesnt get,1,1.0
door half open machine,1,1.0
get to meet the,1,1.0
some watered down coffee,1,1.0
waiting to find out,1,1.0
stay warmed up in,1,1.0
it beb put more,1,1.0
night for sports the,1,1.0
atrak van turns out,1,1.0
not a record collector,1,1.0
not working for you,1,1.0
went out a meet,1,1.0
longest trackk meet everr,1,1.0
or what you gon,1,1.0
rock my socks off,1,1.0
bad u ca nt,1,1.0
flavour competion entry wont,1,1.0
im very jelous too,1,1.0
you were in the,1,1.0
me at any time,1,1.0
in that range where,1,1.0
time are you on,1,1.0
tired but i love,1,1.0
he s saying really,1,1.0
was going to hiddenfile,1,1.0
am just okayokay like,1,1.0
lead to opting out,1,1.0
since you follow me,1,1.0
tell everyone i say,1,1.0
watching quot marley and,1,1.0
the twitter kingdom quot,1,1.0
and sorry that sounded,1,1.0
create tons of drama,1,1.0
i m in nor,1,1.0
ll go to the,1,1.0
my home for a,1,1.0
s a little too,1,2.0
by to say hi,1,2.0
not i think we,1,1.0
nt get any and,1,1.0
jonas brothers you came,1,1.0
spiderweb full of baby,1,1.0
blown out car speakers,1,1.0
bad already watched it,1,1.0
i can hit it,1,1.0
left until a day,1,1.0
fan incarnated so kinda,1,1.0
so that she can,1,1.0
spend with him ca,1,1.0
shower before doctor s,1,1.0
i straighten my hair,1,1.0
having lunch soon but,1,1.0
eww omg i cant,1,1.0
lol just dont be,1,1.0
watchin the game all,1,1.0
got to go bye,1,1.0
mag fest is what,1,1.0
weight anybody wan na,1,1.0
and eating cheese and,1,1.0
re stuck both directions,1,1.0
ta be hard being,1,1.0
part of my life,1,1.0
hate bebo p aw,1,1.0
lot and plus i,1,1.0
felt guilty and took,1,1.0
not doing cbeebies epg,1,1.0
ugh anyways good luck,1,1.0
this custom designed one,1,1.0
got a shot at,1,1.0
going to take it,1,1.0
project allah eyaseer inshallah,1,1.0
tension on the set,1,1.0
head to the guttah,1,1.0
i am at the,1,1.0
i also wan na,1,1.0
try to sleep now,1,1.0
yeah i sometimes forget,1,1.0
want but i dinna,1,1.0
empty handed no comics,1,1.0
you updated i get,1,1.0
lived in a city,1,1.0
d be jumping for,1,2.0
m knackered i m,1,1.0
delicious muffins are neat,1,1.0
the preschool waiting on,1,1.0
the thought was yhere,1,1.0
sunny weather except me,1,1.0
man been a while,1,1.0
now is in need,1,1.0
listening to demi lovato,1,1.0
debating whether to go,1,1.0
for pracc workshop amp,1,2.0
beautiful and are a,1,1.0
cal headlining shows around,1,1.0
me dose nt shoot,1,2.0
just got back home,1,3.0
it is me doing,1,15.0
own because anything i,1,1.0
my baby s house,1,1.0
will be drinking i,1,1.0
screen shots in my,1,1.0
and brian in my,1,6.0
not so awesome now,1,1.0
the floor do i,1,1.0
your guitar i thought,1,1.0
me her and can,1,1.0
keep me above waters,1,1.0
jordan s house for,1,1.0
enough today i m,1,1.0
to fiddle about with,1,1.0
which election sign to,1,1.0
like my ionbased miniitx,1,1.0
surf s up this,1,1.0
union with only punters,1,1.0
international version of stand,1,1.0
she does nt want,1,1.0
nervous about the chiodos,1,1.0
got to check on,1,1.0
work buy me things,1,1.0
on on the a48,1,1.0
celebrated by spilling half,1,1.0
have go work or,1,2.0
rush to rehearsal no,1,1.0
movie myself may be,1,1.0
tomorrow new video today,1,1.0
off welcome to start,1,3.0
showin some love to,1,1.0
i m sure some1,1,1.0
im seeing this guy,1,1.0
monday tickets are only,1,1.0
chicken shish delivered but,1,1.0
toledo and i d,1,1.0
a super hero costume,1,1.0
go last night was,1,1.0
sunny atm need to,1,1.0
not again feel better,1,1.0
dan and katherine and,1,1.0
done with uni soon,1,1.0
r fashion show with,1,1.0
start working on my,1,1.0
ps send me direct,1,1.0
advert for attics to,1,1.0
see some weirdness loved,1,1.0
s bs i tell,1,1.0
u can do anything,1,1.0
check and yes i,1,1.0
forward to android being,1,1.0
riding my off get,1,1.0
did my dogs have,1,1.0
hope you get through,1,1.0
may be ectopic uritors,1,1.0
went to my highschool,1,1.0
mountains i wo nt,1,1.0
ice cream but no,1,1.0
is around ur area,1,1.0
that more closely when,1,1.0
in those parts of,1,1.0
wants to it now,1,2.0
s sunday a new,1,1.0
a shout out u,1,1.0
should i be allowed,1,1.0
koi for a few,1,1.0
just the kindest people,1,1.0
all the photos i,1,1.0
nap after sleep right,1,1.0
my page it looks,1,1.0
arlando are totally done,1,1.0
to be taken to,1,1.0
a relative of marc,1,1.0
class for most of,1,1.0
or not i do,1,1.0
to busy to talk,1,1.0
back to being great,1,1.0
wish the result is,1,1.0
all bad quality audio,1,1.0
